Employee_ID,Loan_Volumes,Transaction_Accuracy,Workplan_Completion,Error_Frequencies,Feedback_Text,Target
EMP_0509,111,92.98367483239448,80.3438670788465,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0510,126,86.88612267709973,57.579214643494,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0511,17,86.99071980728917,51.5468822365671,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0512,131,87.1531354305909,98.53710768386242,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0513,101,99.09729687890263,88.6769445767282,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0514,99,95.99348377512013,99.00544962068835,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0515,145,87.43572841993482,73.89392240111212,3,Consistently meets targets and handles client queries with high integrity.,1
EMP_0516,69,87.82523625648402,76.6128765574488,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0517,37,95.96244212306314,58.416847795956514,4,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0518,110,87.34245767188261,62.345371333379276,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0519,50,88.51841940002242,91.92746074514142,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0520,55,99.45020249230599,67.8092823558797,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0521,44,88.82959787092648,91.34074868982094,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0522,143,94.9244852555672,85.45068621435159,0,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0523,91,99.67946931100795,58.858546263593276,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0524,124,90.61445150709689,75.37231830598711,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0525,56,85.26273986293093,83.86936607593584,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0526,19,88.66220935633561,61.751860740191255,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0527,65,97.46315787012558,91.53442552600384,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0528,39,97.96913253932556,77.24138287725934,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0529,118,96.52779046785687,58.262102522130164,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0530,14,86.69664728614859,79.14922130823012,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0531,128,96.93265557544605,99.9856902077957,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0532,42,98.78016695490257,57.526074583170676,0,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0533,127,94.00914313819354,90.83784650597642,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0534,74,99.11313034507097,60.3654501593779,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0535,20,97.40258325567817,89.11941647300436,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0536,94,95.0045727548636,86.72889615607066,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0537,35,93.65777855067623,65.02446928002162,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0538,72,90.22860500862956,66.2911558782225,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0539,95,87.38931167864207,89.62606959814596,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0540,68,94.07430884035811,73.07227559436564,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0541,36,89.77167330427179,86.54090143559044,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0542,107,97.99658001291468,57.39920736829174,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0543,114,99.90005406037943,92.62788909507768,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0544,108,96.28641643923359,85.54423583411597,3,Consistently meets targets and handles client queries with high integrity.,1
EMP_0545,138,86.35722542930576,95.34714044174169,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0546,64,89.33028393295957,56.61861895174862,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0547,15,86.63664447648624,79.65072501802989,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0548,104,94.75767471687574,79.95602925201626,6,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0549,142,96.47786296833677,67.67303702733912,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0550,111,98.88512246321068,72.9233212284629,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0551,12,91.57258519617982,51.89907816449267,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0552,32,98.52063474382666,87.2930019313506,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0553,62,98.16836738561992,77.4661239701587,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0554,92,89.75793575148097,52.88705259345869,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0555,94,98.03350938310857,84.03779464802427,5,Consistently meets targets and handles client queries with high integrity.,1
EMP_0556,87,90.63508377822589,73.3391038615594,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0557,119,89.4530391184042,51.72306297125,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0558,10,94.7361198819159,98.48038634240477,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0559,60,89.92571841827622,97.45560715447203,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0560,13,94.45313122493717,75.64512080735987,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0561,122,94.14747708248042,54.68362103529551,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0562,41,93.45158391022689,87.73106107992959,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0563,43,90.70629556349196,74.59655500528645,5,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0564,101,93.22749582477215,65.122373914469,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0565,104,93.94728212478132,74.57090887642784,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0566,81,93.18530332743211,76.12220727027322,4,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0567,48,91.66629179126802,78.13558495111695,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0568,127,85.22000585569396,72.06118568276632,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0569,12,93.80592561551727,80.28776515695283,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0570,132,87.52666577714079,95.93673553031887,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0571,59,94.63863953420784,68.11340435492956,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0572,21,96.39016491884298,86.28582316099745,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0573,63,92.50667963696112,94.72262784121162,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0574,142,93.13545497469607,72.79896378799685,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0575,66,99.27217839498987,72.17279181909521,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0576,121,97.70751042058862,80.10584926773898,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0577,56,98.71354773927204,79.5703379711244,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0578,94,97.2064943247938,90.32946711631385,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0579,75,86.63377512770097,73.82416918891464,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0580,84,87.23487783955292,99.80614748197206,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0581,112,92.89935695903439,52.97357844336404,5,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0582,47,88.69104488196997,50.15839242903509,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0583,59,92.15043212561739,82.00991557798119,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0584,107,90.91547985727526,64.92174561809384,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0585,91,93.2412135764568,62.019119434974186,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0586,39,96.20313574203735,65.59495400021402,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0587,88,95.73236360648912,62.80237825524772,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0588,100,92.81851198728002,51.53950248302239,4,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0589,61,97.33590128225588,98.57665211952943,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0590,88,91.4629313730705,61.037274422639086,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0591,39,98.45071434760183,86.70148812946532,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0592,115,86.06920405082747,88.12981973470876,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0593,60,99.31990045049962,96.46286990036145,0,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0594,90,94.82039622147022,51.527472854669,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0595,142,90.70111763405808,93.60241692235039,2,Consistently meets targets and handles client queries with high integrity.,1
EMP_0596,38,87.95731189859316,76.36130904199001,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0597,141,92.187748441654,81.6272054982914,4,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0598,147,87.91837484777952,82.22351385605168,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0599,83,87.49497411614713,90.98989024923637,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0600,26,94.26027636119461,66.67036610795553,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0601,93,92.84627086872678,86.65255949299967,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0602,78,95.05144051916412,76.42890548610985,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0603,43,98.94408816132983,89.6697007152674,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0604,15,92.9839032000856,99.52730163850667,5,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0605,62,93.71398079894196,60.03255087018806,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0606,135,86.34439508732413,99.7324320779999,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0607,52,95.76453678862944,54.4906077141387,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0608,124,90.99857810206234,50.115877395240695,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0609,120,99.65087857993868,52.20809680889156,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0610,89,97.3476102339349,67.08912023683808,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0611,104,92.83721560774177,81.64531653392172,5,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0612,127,86.8483398125825,53.45147704439248,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0613,17,97.89123689920883,50.28329072647836,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0614,141,96.99671643136033,96.85455142293974,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0615,113,87.7687769430555,91.09633179699648,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0616,141,89.42917433830465,90.45915855695155,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0617,34,96.90110887221756,94.22121377509885,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0618,105,87.77842669821115,85.00171363860522,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0619,102,98.76628733757066,55.22020648740407,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0620,70,91.36791137794543,69.95500940368615,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0621,131,86.30558443881488,86.15747432323147,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0622,60,97.23622965256422,64.01672303957605,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0623,30,90.60264524557581,84.37031820681187,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0624,14,92.89748791230672,51.224922413382615,3,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0625,101,86.68456516616828,65.30686704397966,4,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0626,70,85.03876022267474,77.45651681385863,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0627,31,94.56977808689946,81.60449147531212,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0628,79,92.72762755500598,78.85203322309555,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0629,10,93.9030785368472,84.88781380367148,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0630,142,96.90615775570774,50.304437411991955,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0631,21,94.6990887013429,55.04705999887607,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0632,99,87.62160164241065,93.44721261395725,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0633,55,90.411587786659,84.08743220450806,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0634,43,98.58836657181641,55.646582134300566,7,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0635,87,96.54917050377519,92.10372186992896,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0636,54,93.34955586905076,62.11156089122834,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0637,82,88.83467496713908,73.91299420976117,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0638,35,89.53090752752192,57.25982564423302,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0639,56,95.97937101378452,85.50550282108533,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0640,130,97.76761391279156,83.3427210507134,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0641,65,95.07137004295922,60.555623558306806,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0642,103,97.14294963652662,93.17003834285009,4,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0643,116,96.49984202800609,70.06530121098561,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0644,72,87.24555951935437,64.62575455353709,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0645,57,91.35917219369954,57.616479473226775,7,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0646,70,87.29475701242843,63.30840062577687,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0647,90,88.52853377202977,51.10134606119085,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0648,35,98.03889436976579,79.16287462280579,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0649,45,92.09337948449773,92.11153731719739,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0650,10,93.03037152763991,77.44902247208209,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0651,17,87.67668947841658,60.96369809619379,1,Consistently meets targets and handles client queries with high integrity.,0
EMP_0652,122,89.68407679073194,51.68345891069364,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0653,108,88.45369252641805,60.73140366294014,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0654,56,88.09279246777639,70.80607140355461,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0655,136,94.56941189973955,87.98057143498983,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0656,65,88.85325771468572,59.392142626888706,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0657,23,94.48023229030628,85.98957266773431,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0658,37,85.8768192116283,93.34667341759419,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0659,87,87.12661590290652,72.69734240541786,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0660,139,89.11810381000188,91.07159958212966,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0661,118,93.95570375343537,77.73286740175479,0,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0662,23,95.13761867631064,81.85454185404525,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0663,65,91.64075450169291,76.31392301691014,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0664,124,91.68686371865843,73.15863583756709,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0665,16,95.86775277097927,61.73267208879247,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0666,12,85.23731637648373,65.1597029730523,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0667,120,90.11635036711331,64.49850594718045,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0668,116,97.2806058567885,78.16444654769074,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0669,27,94.04829115320058,55.9976846511945,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0670,47,90.05840699133131,95.83958453511676,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0671,124,98.5828718849451,86.03275726415566,5,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0672,24,96.58934091174073,70.07228154565968,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0673,128,88.973431708551,57.9312072263189,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0674,37,94.67934756288575,94.09960848608179,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0675,48,93.93626092283435,91.18890450505826,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0676,26,91.01781871058473,86.08607763585897,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0677,95,90.504341188072,63.57735237056212,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0678,135,90.15340712163555,70.12233187168344,0,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0679,53,94.2573367509347,55.13741262262117,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0680,34,91.63614904721004,59.45197623637659,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0681,22,97.47794669877133,89.15083186583664,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0682,34,95.04403924200943,85.75193594253419,3,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0683,77,86.04897408564152,79.67428814879673,4,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0684,147,94.60252335742248,94.78633629630863,0,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0685,76,89.06721154750278,79.16332589065227,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0686,118,93.89217987480134,73.34839999818054,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0687,120,95.20197896655176,67.01853731528814,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0688,120,88.46243783731018,97.02242528680863,6,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0689,43,91.85287967320554,54.135773076217674,3,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0690,120,87.85487294228602,96.54436860304043,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0691,17,85.78508313679762,91.33573299655092,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0692,122,90.67714635228803,56.49649622678506,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0693,92,90.44416407768988,78.24921788376268,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0694,51,99.93220736056385,93.32739908745435,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0695,110,91.69528526796464,78.59045818035769,3,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0696,15,90.00354324208301,95.35999107803111,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0697,35,93.70712510075012,97.14919084080213,6,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0698,73,86.33151091161653,71.11922610921529,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0699,68,99.42498603932219,68.86568307031618,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0700,118,94.5244006838655,96.81605769845784,2,Consistently meets targets and handles client queries with high integrity.,1
EMP_0701,130,96.32256729911272,83.7570030574834,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0702,42,87.55716907260876,55.80113406740846,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0703,30,91.14216779507805,52.11458746113406,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0704,79,91.34033670094284,78.23145254986315,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0705,121,97.3270966585163,96.50854827192123,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0706,13,85.01855019639115,92.21243512029092,2,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0707,103,89.51279662529882,83.79238732321681,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0708,84,99.71854561516456,56.955792444554376,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0709,71,92.12329815259328,62.711569187434776,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0710,103,90.73789420366012,93.77556132763081,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0711,104,86.7974350302647,59.140361832845024,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0712,64,99.61246942942023,63.92197041252173,0,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0713,146,85.30039533888737,56.4800325597721,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0714,140,96.05770337510864,83.80541157072057,5,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0715,40,96.52899707182763,97.19911526816048,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0716,49,88.654850740958,63.448401579769296,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0717,45,95.07337665419556,73.77033039250368,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0718,15,86.39393716569084,81.71698698556021,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0719,75,88.8557089964812,99.97331241078153,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0720,84,96.81852982438397,55.240403249878604,2,Consistently meets targets and handles client queries with high integrity.,0
EMP_0721,13,97.97029288050311,74.92853997528546,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0722,88,94.12729618989687,69.25600599512501,4,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0723,143,92.60257647730724,93.29100826111775,4,Consistently meets targets and handles client queries with high integrity.,1
EMP_0724,127,87.3895603092847,73.79838655058279,0,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0725,122,85.94663549618726,55.5488762292574,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0726,103,86.76473542710337,81.72120726432918,3,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0727,71,88.41035950144148,88.53903091319398,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0728,88,90.12511752845381,50.14406258328073,4,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0729,145,90.71364288266481,92.94783427103147,3,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0730,35,90.19482652883505,59.30115000028328,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0731,53,88.58582998295898,77.60346823266889,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0732,142,92.64586370127547,70.7898750343725,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0733,79,97.37929162349346,85.98269083052652,1,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0734,127,89.19555307707219,68.55808073928709,1,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0735,77,99.1358052865335,93.48815883408554,1,Consistently meets targets and handles client queries with high integrity.,1
EMP_0736,28,98.10004992585772,86.5248180479395,1,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0737,29,87.42646317028165,82.38565855314607,6,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0738,122,96.79413935135642,89.81202977814272,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0739,149,93.6188107347665,87.70115174641911,0,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0740,56,93.49863043257128,51.79693374607767,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0741,10,90.86564144587261,69.7367176922414,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
EMP_0742,99,92.51729498773014,96.5403648658245,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0743,73,90.95768166143816,56.28621344961131,3,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0744,47,93.09598928139914,86.85482752160256,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0745,46,94.41925079158953,98.72959056676649,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0746,135,95.11455709613573,52.60993145224858,4,Consistently meets targets and handles client queries with high integrity.,1
EMP_0747,148,92.9872178883914,84.10969403133052,2,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0748,109,95.82133100993097,73.40770706505151,5,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0749,86,87.11917073913258,78.95876276873611,0,Consistently meets targets and handles client queries with high integrity.,0
EMP_0750,12,88.17973736353358,54.26706682421624,1,Occasionally overlooks compliance details during high-pressure transaction cycles.,0
EMP_0751,143,97.28102506111405,52.15034759334697,0,Consistently meets targets and handles client queries with high integrity.,1
EMP_0752,19,89.83791966769623,83.3433330275461,2,Struggles with meeting task deadlines and balancing cash reconciliation errors.,0
EMP_0753,14,85.3434073746418,91.1654714910359,1,Needs supervision on loan processing volumes; frequent documentation delays.,0
EMP_0754,147,87.30686724502047,89.10076674664836,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0755,139,88.35421651744467,77.19028639331187,2,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0756,22,99.35984331841881,54.99334105680891,2,"Excellent collaboration skills, highly compliant with banking regulations.",0
EMP_0757,139,93.59562143396273,84.40222219180069,3,Needs supervision on loan processing volumes; frequent documentation delays.,1
EMP_0758,93,98.99096110714382,62.094444177707295,1,Struggles with meeting task deadlines and balancing cash reconciliation errors.,1
EMP_0759,74,93.62745025744937,95.55343513836918,1,"Exemplary adherence to security protocols, maintains exceptional audit scores.",1
EMP_0760,72,92.19031660206778,91.91326797728524,3,Consistently meets targets and handles client queries with high integrity.,0
EMP_0761,110,89.70591536791144,85.46914835436954,2,"Excellent collaboration skills, highly compliant with banking regulations.",1
EMP_0762,82,94.09556416650064,97.44229779155651,5,Occasionally overlooks compliance details during high-pressure transaction cycles.,1
EMP_0763,26,87.08797036926295,51.57109107556364,2,"Exemplary adherence to security protocols, maintains exceptional audit scores.",0
