record_id,employee_id,loan_volumes,transaction_accuracy,workplan_completion,error_frequencies,feedback_text,truthfulness_weight,reliability_target,recorded_at
1172,98,135,93.82,100.0,1,High output speed on ledger entries.,0.85,2,2025-08-01 00:00:00
1173,98,118,98.13,96.49,0,Consistently exceeds monthly volume targets.,0.94,2,2025-09-01 00:00:00
1174,98,140,100.0,100.0,1,Completes workplans well ahead of schedule.,0.98,2,2025-10-01 00:00:00
1175,98,154,98.74,90.78,0,Consistently exceeds monthly volume targets.,0.88,2,2025-11-01 00:00:00
1176,98,166,95.24,91.33,0,High output speed on ledger entries.,0.97,2,2025-12-01 00:00:00
1177,99,94,84.25,79.12,3,Demonstrates exemplary regulatory compliance.,0.94,1,2025-01-01 00:00:00
1178,99,125,88.95,94.84,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-02-01 00:00:00
1179,99,70,92.55,100.0,1,Zero compliance audit findings.,0.89,1,2025-03-01 00:00:00
1180,99,84,90.02,78.05,3,Demonstrates exemplary regulatory compliance.,0.89,1,2025-04-01 00:00:00
1181,99,100,87.81,72.68,0,Zero compliance audit findings.,0.94,1,2025-05-01 00:00:00
1182,99,106,97.19,87.0,1,Strictly adheres to KYC protocols.,0.96,1,2025-06-01 00:00:00
1183,99,81,85.62,78.03,2,Zero compliance audit findings.,0.97,1,2025-07-01 00:00:00
1184,99,69,93.24,90.48,4,Demonstrates exemplary regulatory compliance.,0.97,1,2025-08-01 00:00:00
1185,99,103,91.22,85.13,0,Strictly adheres to KYC protocols.,0.9,1,2025-09-01 00:00:00
1186,99,68,84.77,68.77,1,Demonstrates exemplary regulatory compliance.,0.91,1,2025-10-01 00:00:00
1187,99,89,87.7,75.48,4,Strictly adheres to KYC protocols.,0.9,1,2025-11-01 00:00:00
1188,99,88,93.18,81.25,3,Zero compliance audit findings.,0.98,1,2025-12-01 00:00:00
1189,100,115,79.93,90.58,2,Strictly adheres to KYC protocols.,0.98,1,2025-01-01 00:00:00
1190,100,62,82.01,75.87,2,Strictly adheres to KYC protocols.,0.94,1,2025-02-01 00:00:00
1191,100,148,88.43,95.64,1,Strictly adheres to KYC protocols.,0.86,1,2025-03-01 00:00:00
1192,100,99,88.44,90.82,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-04-01 00:00:00
1193,100,93,89.04,83.86,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-05-01 00:00:00
1194,100,93,91.72,75.54,1,Demonstrates exemplary regulatory compliance.,1.0,1,2025-06-01 00:00:00
1195,100,80,96.6,91.15,4,Demonstrates exemplary regulatory compliance.,0.86,1,2025-07-01 00:00:00
1196,100,112,95.69,96.57,2,Zero compliance audit findings.,0.91,1,2025-08-01 00:00:00
1197,100,66,86.75,78.3,1,Strictly adheres to KYC protocols.,0.92,1,2025-09-01 00:00:00
1198,100,93,97.41,82.84,5,Demonstrates exemplary regulatory compliance.,0.89,1,2025-10-01 00:00:00
1199,100,86,91.46,79.31,2,Zero compliance audit findings.,0.97,1,2025-11-01 00:00:00
1200,100,97,84.22,77.74,6,Strictly adheres to KYC protocols.,0.92,1,2025-12-01 00:00:00
1201,101,139,91.92,97.6,5,Strictly adheres to KYC protocols.,0.95,1,2025-01-01 00:00:00
1202,101,120,75.73,81.5,2,Strictly adheres to KYC protocols.,1.0,1,2025-02-01 00:00:00
1203,101,93,93.12,85.8,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-03-01 00:00:00
1204,101,84,89.14,78.72,3,Zero compliance audit findings.,0.99,1,2025-04-01 00:00:00
1205,101,110,86.91,89.05,2,Strictly adheres to KYC protocols.,0.91,1,2025-05-01 00:00:00
1206,101,64,86.14,86.23,2,Zero compliance audit findings.,0.9,1,2025-06-01 00:00:00
1207,101,39,79.41,88.39,5,Demonstrates exemplary regulatory compliance.,0.88,1,2025-07-01 00:00:00
1208,101,89,92.94,83.21,4,Zero compliance audit findings.,1.0,1,2025-08-01 00:00:00
1209,101,127,89.06,76.43,1,Zero compliance audit findings.,0.92,1,2025-09-01 00:00:00
1210,101,76,78.64,91.44,4,Strictly adheres to KYC protocols.,0.91,1,2025-10-01 00:00:00
1211,101,83,86.83,83.2,5,Demonstrates exemplary regulatory compliance.,0.87,1,2025-11-01 00:00:00
1212,101,90,83.01,69.88,3,Strictly adheres to KYC protocols.,0.94,1,2025-12-01 00:00:00
1213,102,105,96.13,97.46,1,Consistently exceeds monthly volume targets.,0.97,2,2025-01-01 00:00:00
1214,102,100,98.98,96.7,1,Consistently exceeds monthly volume targets.,0.97,2,2025-02-01 00:00:00
1215,102,109,93.81,88.37,0,High output speed on ledger entries.,0.85,2,2025-03-01 00:00:00
1216,102,156,98.2,93.82,0,Consistently exceeds monthly volume targets.,0.88,2,2025-04-01 00:00:00
1217,102,161,90.08,95.42,1,Completes workplans well ahead of schedule.,0.89,2,2025-05-01 00:00:00
1218,102,126,93.63,98.25,1,High output speed on ledger entries.,1.0,2,2025-06-01 00:00:00
1219,102,129,93.9,96.75,0,Completes workplans well ahead of schedule.,0.85,2,2025-07-01 00:00:00
1220,102,127,91.87,93.66,2,Completes workplans well ahead of schedule.,0.93,2,2025-08-01 00:00:00
1221,102,149,96.48,99.24,0,High output speed on ledger entries.,0.89,2,2025-09-01 00:00:00
1222,102,121,91.57,91.14,0,Completes workplans well ahead of schedule.,0.86,2,2025-10-01 00:00:00
1223,102,135,94.68,99.41,1,Completes workplans well ahead of schedule.,0.86,2,2025-11-01 00:00:00
1224,102,144,91.8,95.24,0,Completes workplans well ahead of schedule.,0.98,2,2025-12-01 00:00:00
1225,103,54,94.15,77.84,4,Demonstrates exemplary regulatory compliance.,0.87,1,2025-01-01 00:00:00
1226,103,118,86.37,77.56,1,Zero compliance audit findings.,0.95,1,2025-02-01 00:00:00
1227,103,132,82.65,96.92,0,Strictly adheres to KYC protocols.,0.93,1,2025-03-01 00:00:00
1228,103,95,87.49,90.6,1,Demonstrates exemplary regulatory compliance.,0.92,1,2025-04-01 00:00:00
1229,103,79,87.24,87.23,4,Demonstrates exemplary regulatory compliance.,0.88,1,2025-05-01 00:00:00
1230,103,107,86.0,79.03,5,Demonstrates exemplary regulatory compliance.,0.93,1,2025-06-01 00:00:00
1231,103,93,98.92,78.98,7,Demonstrates exemplary regulatory compliance.,0.99,0,2025-07-01 00:00:00
1232,103,110,90.23,94.02,4,Zero compliance audit findings.,0.91,1,2025-08-01 00:00:00
1233,103,69,89.27,93.43,3,Strictly adheres to KYC protocols.,0.9,2,2025-09-01 00:00:00
1234,103,106,86.17,83.1,3,Demonstrates exemplary regulatory compliance.,1.0,1,2025-10-01 00:00:00
1235,103,69,92.98,67.08,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-11-01 00:00:00
1236,103,116,87.93,94.48,4,Zero compliance audit findings.,0.98,1,2025-12-01 00:00:00
1237,104,116,96.8,95.15,0,Consistently exceeds monthly volume targets.,0.99,2,2025-01-01 00:00:00
1238,104,126,93.51,96.75,0,Consistently exceeds monthly volume targets.,0.98,2,2025-02-01 00:00:00
1239,104,148,95.53,92.59,0,Completes workplans well ahead of schedule.,0.96,2,2025-03-01 00:00:00
1240,104,135,94.43,93.53,0,Completes workplans well ahead of schedule.,0.94,2,2025-04-01 00:00:00
1241,104,149,93.66,93.11,2,Completes workplans well ahead of schedule.,0.91,2,2025-05-01 00:00:00
1242,104,147,100.0,93.67,1,Completes workplans well ahead of schedule.,1.0,2,2025-06-01 00:00:00
1243,104,128,100.0,94.05,2,Completes workplans well ahead of schedule.,0.93,2,2025-07-01 00:00:00
1244,104,94,95.83,95.73,2,Consistently exceeds monthly volume targets.,0.94,2,2025-08-01 00:00:00
1245,104,153,96.46,90.66,1,Completes workplans well ahead of schedule.,0.98,2,2025-09-01 00:00:00
1246,104,120,95.44,99.75,1,High output speed on ledger entries.,0.98,2,2025-10-01 00:00:00
1247,104,174,95.79,97.08,1,Consistently exceeds monthly volume targets.,0.99,2,2025-11-01 00:00:00
1248,104,113,95.9,99.0,2,Consistently exceeds monthly volume targets.,0.93,2,2025-12-01 00:00:00
1249,105,131,88.61,91.43,0,Consistently exceeds monthly volume targets.,0.93,2,2025-01-01 00:00:00
1250,105,149,95.84,88.7,0,Completes workplans well ahead of schedule.,0.98,1,2025-02-01 00:00:00
1251,105,144,94.21,98.49,0,Consistently exceeds monthly volume targets.,0.96,2,2025-03-01 00:00:00
1252,105,113,94.51,93.46,1,High output speed on ledger entries.,0.9,2,2025-04-01 00:00:00
1253,105,113,98.87,95.97,0,Completes workplans well ahead of schedule.,0.98,2,2025-05-01 00:00:00
1254,105,119,93.57,92.2,0,Completes workplans well ahead of schedule.,0.97,2,2025-06-01 00:00:00
1255,105,116,100.0,95.12,0,Consistently exceeds monthly volume targets.,0.85,2,2025-07-01 00:00:00
1256,105,98,99.11,95.42,0,Completes workplans well ahead of schedule.,0.94,2,2025-08-01 00:00:00
1257,105,144,95.62,90.91,2,Completes workplans well ahead of schedule.,0.88,2,2025-09-01 00:00:00
1258,105,143,97.77,98.71,0,Completes workplans well ahead of schedule.,0.95,0,2025-10-01 00:00:00
1259,105,147,96.16,87.89,1,High output speed on ledger entries.,0.98,2,2025-11-01 00:00:00
1260,105,125,96.22,92.91,1,High output speed on ledger entries.,0.91,2,2025-12-01 00:00:00
1261,106,69,85.3,85.88,2,Zero compliance audit findings.,0.87,1,2025-01-01 00:00:00
1262,106,75,84.32,92.27,2,Strictly adheres to KYC protocols.,0.91,1,2025-02-01 00:00:00
1263,106,69,85.74,91.25,4,Strictly adheres to KYC protocols.,0.99,1,2025-03-01 00:00:00
1264,106,72,86.71,78.68,5,Strictly adheres to KYC protocols.,1.0,1,2025-04-01 00:00:00
1265,106,104,90.53,74.44,4,Strictly adheres to KYC protocols.,0.98,1,2025-05-01 00:00:00
1266,106,102,90.74,87.01,2,Zero compliance audit findings.,0.98,1,2025-06-01 00:00:00
1267,106,105,91.81,80.6,1,Strictly adheres to KYC protocols.,0.97,1,2025-07-01 00:00:00
1268,106,90,90.05,84.49,4,Demonstrates exemplary regulatory compliance.,0.91,1,2025-08-01 00:00:00
1269,106,92,88.2,70.15,5,Zero compliance audit findings.,0.99,1,2025-09-01 00:00:00
1270,106,128,87.17,77.59,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-10-01 00:00:00
1271,106,140,91.02,70.99,4,Demonstrates exemplary regulatory compliance.,0.93,1,2025-11-01 00:00:00
1272,106,76,80.07,88.47,1,Zero compliance audit findings.,0.98,1,2025-12-01 00:00:00
1273,107,19,69.72,40.0,2,Minor KYC compliance oversight noted.,0.91,0,2025-01-01 00:00:00
1274,107,31,79.78,64.73,4,Frequent audit exceptions flagged.,0.93,1,2025-02-01 00:00:00
1275,107,24,84.13,75.82,2,Frequent audit exceptions flagged.,0.88,0,2025-03-01 00:00:00
1276,107,110,80.42,85.65,10,Fails to verify documentation thoroughly.,0.9,0,2025-04-01 00:00:00
1277,107,42,80.16,58.8,4,Fails to verify documentation thoroughly.,0.91,0,2025-05-01 00:00:00
1278,107,54,66.56,61.94,6,Frequent audit exceptions flagged.,0.95,0,2025-06-01 00:00:00
1279,107,53,78.38,65.06,6,Minor KYC compliance oversight noted.,0.95,0,2025-07-01 00:00:00
1280,107,58,88.11,45.54,9,Minor KYC compliance oversight noted.,0.87,0,2025-08-01 00:00:00
1281,107,55,73.64,61.73,4,Frequent audit exceptions flagged.,0.95,0,2025-09-01 00:00:00
1282,107,47,60.06,66.76,6,Minor KYC compliance oversight noted.,0.9,0,2025-10-01 00:00:00
1283,107,38,88.08,69.22,5,Minor KYC compliance oversight noted.,0.94,0,2025-11-01 00:00:00
1284,107,103,72.51,85.45,3,Frequent audit exceptions flagged.,0.98,0,2025-12-01 00:00:00
1285,108,98,89.07,95.49,2,Strictly adheres to KYC protocols.,0.95,1,2025-01-01 00:00:00
1286,108,79,90.03,82.49,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-02-01 00:00:00
1287,108,69,92.57,80.18,4,Strictly adheres to KYC protocols.,0.92,2,2025-03-01 00:00:00
1288,108,68,89.67,74.0,2,Zero compliance audit findings.,0.91,2,2025-04-01 00:00:00
1289,108,122,90.74,82.72,2,Demonstrates exemplary regulatory compliance.,0.87,1,2025-05-01 00:00:00
1290,108,95,93.92,96.5,2,Demonstrates exemplary regulatory compliance.,0.97,1,2025-06-01 00:00:00
1291,108,94,89.54,96.42,2,Zero compliance audit findings.,0.95,1,2025-07-01 00:00:00
1292,108,118,92.46,80.48,1,Strictly adheres to KYC protocols.,0.87,1,2025-08-01 00:00:00
1293,108,80,87.37,79.32,3,Demonstrates exemplary regulatory compliance.,0.9,1,2025-09-01 00:00:00
1294,108,98,83.97,75.0,3,Zero compliance audit findings.,0.88,1,2025-10-01 00:00:00
1295,108,82,80.19,75.14,2,Strictly adheres to KYC protocols.,0.85,1,2025-11-01 00:00:00
1296,108,67,94.68,77.86,2,Zero compliance audit findings.,0.98,1,2025-12-01 00:00:00
1297,109,74,93.35,87.67,3,Demonstrates exemplary regulatory compliance.,0.94,1,2025-01-01 00:00:00
1298,109,98,91.68,85.77,2,Zero compliance audit findings.,0.94,1,2025-02-01 00:00:00
1299,109,73,87.22,78.26,3,Zero compliance audit findings.,0.92,1,2025-03-01 00:00:00
1300,109,101,86.36,78.52,2,Demonstrates exemplary regulatory compliance.,0.89,1,2025-04-01 00:00:00
1301,109,88,86.31,82.66,2,Demonstrates exemplary regulatory compliance.,0.94,1,2025-05-01 00:00:00
1302,109,108,83.7,90.68,2,Strictly adheres to KYC protocols.,0.86,0,2025-06-01 00:00:00
1303,109,149,84.39,79.47,1,Zero compliance audit findings.,0.95,0,2025-07-01 00:00:00
1304,109,104,91.8,90.71,2,Demonstrates exemplary regulatory compliance.,0.99,1,2025-08-01 00:00:00
1305,109,123,91.2,76.22,4,Strictly adheres to KYC protocols.,0.87,0,2025-09-01 00:00:00
1306,109,96,79.77,68.52,1,Zero compliance audit findings.,0.95,1,2025-10-01 00:00:00
1307,109,77,92.25,79.13,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-11-01 00:00:00
1308,109,71,81.2,68.63,3,Zero compliance audit findings.,0.9,1,2025-12-01 00:00:00
1309,110,53,94.18,83.99,4,Strictly adheres to KYC protocols.,0.9,1,2025-01-01 00:00:00
1310,110,99,84.93,73.68,2,Zero compliance audit findings.,0.96,1,2025-02-01 00:00:00
1311,110,105,87.03,57.79,1,Demonstrates exemplary regulatory compliance.,0.87,1,2025-03-01 00:00:00
1312,110,125,84.38,81.49,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-04-01 00:00:00
1313,110,90,85.48,79.3,1,Zero compliance audit findings.,0.95,1,2025-05-01 00:00:00
1314,110,111,95.44,87.93,2,Demonstrates exemplary regulatory compliance.,0.96,2,2025-06-01 00:00:00
1315,110,72,92.64,73.14,0,Demonstrates exemplary regulatory compliance.,0.86,1,2025-07-01 00:00:00
1316,110,108,91.99,90.1,1,Demonstrates exemplary regulatory compliance.,0.99,1,2025-08-01 00:00:00
1317,110,80,87.12,86.82,1,Demonstrates exemplary regulatory compliance.,0.94,1,2025-09-01 00:00:00
1318,110,78,91.17,76.66,4,Zero compliance audit findings.,0.94,1,2025-10-01 00:00:00
1319,110,74,86.89,85.33,4,Demonstrates exemplary regulatory compliance.,0.87,1,2025-11-01 00:00:00
1320,110,87,85.73,92.53,4,Demonstrates exemplary regulatory compliance.,0.96,1,2025-12-01 00:00:00
1321,111,95,95.09,76.96,3,Zero compliance audit findings.,0.88,1,2025-01-01 00:00:00
1322,111,95,81.33,80.59,2,Demonstrates exemplary regulatory compliance.,0.89,1,2025-02-01 00:00:00
1323,111,102,88.95,87.31,3,Strictly adheres to KYC protocols.,0.92,0,2025-03-01 00:00:00
1324,111,100,84.36,92.93,4,Strictly adheres to KYC protocols.,0.88,1,2025-04-01 00:00:00
1325,111,121,85.6,87.93,5,Demonstrates exemplary regulatory compliance.,0.91,1,2025-05-01 00:00:00
1326,111,117,81.69,88.64,2,Zero compliance audit findings.,0.97,1,2025-06-01 00:00:00
1327,111,111,99.69,70.93,4,Strictly adheres to KYC protocols.,0.95,0,2025-07-01 00:00:00
1328,111,100,83.9,85.4,3,Zero compliance audit findings.,0.9,1,2025-08-01 00:00:00
1329,111,116,92.98,80.93,3,Demonstrates exemplary regulatory compliance.,0.97,1,2025-09-01 00:00:00
1330,111,94,88.98,77.24,2,Strictly adheres to KYC protocols.,0.9,1,2025-10-01 00:00:00
1331,111,68,88.33,91.36,3,Demonstrates exemplary regulatory compliance.,0.99,1,2025-11-01 00:00:00
1332,111,58,86.56,84.01,1,Strictly adheres to KYC protocols.,0.98,1,2025-12-01 00:00:00
1333,112,109,94.39,77.24,3,Demonstrates exemplary regulatory compliance.,0.92,1,2025-01-01 00:00:00
1334,112,105,89.44,79.34,2,Strictly adheres to KYC protocols.,0.92,1,2025-02-01 00:00:00
1335,112,114,90.7,88.97,1,Demonstrates exemplary regulatory compliance.,0.98,1,2025-03-01 00:00:00
1336,112,90,93.25,82.59,2,Zero compliance audit findings.,0.97,1,2025-04-01 00:00:00
1337,112,107,92.89,80.61,0,Demonstrates exemplary regulatory compliance.,0.89,2,2025-05-01 00:00:00
1338,112,78,86.78,84.52,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-06-01 00:00:00
1339,112,81,80.44,79.5,4,Strictly adheres to KYC protocols.,0.95,1,2025-07-01 00:00:00
1340,112,88,86.53,97.02,3,Zero compliance audit findings.,0.89,0,2025-08-01 00:00:00
1341,112,106,83.5,77.01,2,Strictly adheres to KYC protocols.,0.91,1,2025-09-01 00:00:00
1342,112,126,75.23,75.79,1,Demonstrates exemplary regulatory compliance.,0.94,1,2025-10-01 00:00:00
1343,112,82,93.73,77.45,3,Zero compliance audit findings.,0.87,1,2025-11-01 00:00:00
1344,112,154,100.0,79.57,2,Zero compliance audit findings.,0.9,1,2025-12-01 00:00:00
1345,113,97,87.6,78.18,2,Strictly adheres to KYC protocols.,0.86,1,2025-01-01 00:00:00
1346,113,61,90.14,91.19,4,Strictly adheres to KYC protocols.,0.97,1,2025-02-01 00:00:00
1347,113,92,87.07,92.25,3,Zero compliance audit findings.,0.9,1,2025-03-01 00:00:00
1348,113,69,90.59,79.05,1,Strictly adheres to KYC protocols.,0.86,1,2025-04-01 00:00:00
1349,113,120,85.64,99.84,1,Strictly adheres to KYC protocols.,0.92,1,2025-05-01 00:00:00
1350,113,100,91.09,86.12,4,Strictly adheres to KYC protocols.,0.99,1,2025-06-01 00:00:00
1351,113,81,86.76,79.8,1,Strictly adheres to KYC protocols.,0.99,1,2025-07-01 00:00:00
1352,113,118,90.1,92.17,0,Demonstrates exemplary regulatory compliance.,0.9,1,2025-08-01 00:00:00
1353,113,87,89.35,88.2,3,Zero compliance audit findings.,0.98,1,2025-09-01 00:00:00
1354,113,101,85.74,93.72,2,Demonstrates exemplary regulatory compliance.,0.87,1,2025-10-01 00:00:00
1355,113,97,87.21,92.52,4,Demonstrates exemplary regulatory compliance.,0.96,1,2025-11-01 00:00:00
1356,113,77,94.89,75.12,0,Demonstrates exemplary regulatory compliance.,0.99,1,2025-12-01 00:00:00
1357,114,77,85.53,80.05,7,Demonstrates exemplary regulatory compliance.,0.98,1,2025-01-01 00:00:00
1358,114,93,85.06,78.35,5,Zero compliance audit findings.,0.86,1,2025-02-01 00:00:00
1359,114,83,94.77,88.47,2,Demonstrates exemplary regulatory compliance.,0.96,1,2025-03-01 00:00:00
1360,114,87,85.93,90.21,4,Strictly adheres to KYC protocols.,0.9,1,2025-04-01 00:00:00
1361,114,96,88.83,83.31,2,Strictly adheres to KYC protocols.,0.88,1,2025-05-01 00:00:00
1362,114,84,80.28,76.5,1,Zero compliance audit findings.,0.97,1,2025-06-01 00:00:00
1363,114,99,87.67,96.22,1,Demonstrates exemplary regulatory compliance.,0.87,0,2025-07-01 00:00:00
1364,114,87,84.22,84.54,0,Strictly adheres to KYC protocols.,0.93,2,2025-08-01 00:00:00
1365,114,94,90.07,80.94,1,Strictly adheres to KYC protocols.,0.9,1,2025-09-01 00:00:00
1366,114,116,93.99,85.23,4,Zero compliance audit findings.,0.99,1,2025-10-01 00:00:00
1367,114,110,89.47,77.15,2,Zero compliance audit findings.,0.88,1,2025-11-01 00:00:00
1368,114,68,87.74,94.51,6,Zero compliance audit findings.,0.9,1,2025-12-01 00:00:00
1369,115,47,81.51,79.91,4,Zero compliance audit findings.,0.92,0,2025-01-01 00:00:00
1370,115,75,85.46,70.32,3,Demonstrates exemplary regulatory compliance.,0.86,1,2025-02-01 00:00:00
1371,115,86,80.69,83.58,1,Zero compliance audit findings.,0.96,1,2025-03-01 00:00:00
1372,115,110,94.76,92.88,3,Demonstrates exemplary regulatory compliance.,0.95,1,2025-04-01 00:00:00
1373,115,66,87.62,98.78,3,Zero compliance audit findings.,0.9,1,2025-05-01 00:00:00
1374,115,110,92.26,89.67,1,Strictly adheres to KYC protocols.,0.95,1,2025-06-01 00:00:00
1375,115,107,82.18,83.59,2,Demonstrates exemplary regulatory compliance.,0.94,1,2025-07-01 00:00:00
1376,115,96,85.18,84.58,1,Strictly adheres to KYC protocols.,0.99,1,2025-08-01 00:00:00
1377,115,118,91.89,84.05,4,Zero compliance audit findings.,0.95,1,2025-09-01 00:00:00
1378,115,87,92.17,83.24,3,Demonstrates exemplary regulatory compliance.,0.92,1,2025-10-01 00:00:00
1379,115,84,78.67,84.08,5,Strictly adheres to KYC protocols.,0.98,1,2025-11-01 00:00:00
1380,115,99,91.5,72.79,2,Zero compliance audit findings.,0.91,1,2025-12-01 00:00:00
1381,116,113,97.1,91.92,1,Completes workplans well ahead of schedule.,0.9,2,2025-01-01 00:00:00
1382,116,125,98.12,93.59,1,High output speed on ledger entries.,0.85,2,2025-02-01 00:00:00
1383,116,158,96.1,100.0,1,High output speed on ledger entries.,0.92,1,2025-03-01 00:00:00
1384,116,138,98.91,95.74,1,Consistently exceeds monthly volume targets.,0.9,2,2025-04-01 00:00:00
1385,116,91,90.01,91.28,0,Completes workplans well ahead of schedule.,0.87,2,2025-05-01 00:00:00
1386,116,133,93.72,95.43,0,Completes workplans well ahead of schedule.,0.9,2,2025-06-01 00:00:00
1387,116,96,95.9,97.28,2,Completes workplans well ahead of schedule.,0.93,1,2025-07-01 00:00:00
1388,116,131,92.3,96.66,1,High output speed on ledger entries.,0.89,2,2025-08-01 00:00:00
1389,116,114,95.57,90.25,0,Consistently exceeds monthly volume targets.,1.0,2,2025-09-01 00:00:00
1390,116,135,96.85,93.07,0,High output speed on ledger entries.,0.97,0,2025-10-01 00:00:00
1391,116,152,95.54,100.0,2,Completes workplans well ahead of schedule.,1.0,2,2025-11-01 00:00:00
1392,116,140,93.63,93.27,1,Completes workplans well ahead of schedule.,0.93,2,2025-12-01 00:00:00
1393,117,149,96.25,93.14,1,Consistently exceeds monthly volume targets.,0.95,2,2025-01-01 00:00:00
1394,117,108,93.55,94.92,0,Completes workplans well ahead of schedule.,0.94,2,2025-02-01 00:00:00
1395,117,133,94.42,91.06,0,High output speed on ledger entries.,0.92,2,2025-03-01 00:00:00
1396,117,148,92.05,95.55,1,Completes workplans well ahead of schedule.,0.88,1,2025-04-01 00:00:00
1397,117,98,93.8,96.05,1,High output speed on ledger entries.,0.95,0,2025-05-01 00:00:00
1398,117,139,93.49,89.56,2,Completes workplans well ahead of schedule.,0.91,2,2025-06-01 00:00:00
1399,117,169,97.98,93.91,1,High output speed on ledger entries.,0.86,2,2025-07-01 00:00:00
1400,117,132,97.81,90.99,1,Consistently exceeds monthly volume targets.,0.98,2,2025-08-01 00:00:00
1401,117,158,96.66,90.86,4,Completes workplans well ahead of schedule.,0.96,2,2025-09-01 00:00:00
1402,117,101,94.91,99.05,1,Completes workplans well ahead of schedule.,0.93,2,2025-10-01 00:00:00
1403,117,136,96.02,97.68,2,High output speed on ledger entries.,0.92,2,2025-11-01 00:00:00
1404,117,147,92.68,96.23,2,Consistently exceeds monthly volume targets.,0.9,2,2025-12-01 00:00:00
1405,118,176,95.82,94.36,0,Completes workplans well ahead of schedule.,0.95,2,2025-01-01 00:00:00
1406,118,136,97.49,91.45,1,High output speed on ledger entries.,0.99,2,2025-02-01 00:00:00
1407,118,119,96.1,100.0,1,Consistently exceeds monthly volume targets.,0.94,2,2025-03-01 00:00:00
1408,118,120,94.76,92.11,1,Completes workplans well ahead of schedule.,0.87,2,2025-04-01 00:00:00
1409,118,141,97.01,92.1,1,High output speed on ledger entries.,1.0,2,2025-05-01 00:00:00
1410,118,152,95.64,96.16,0,Consistently exceeds monthly volume targets.,0.97,2,2025-06-01 00:00:00
1411,118,178,99.71,85.81,0,High output speed on ledger entries.,0.98,1,2025-07-01 00:00:00
1412,118,121,93.22,98.4,1,Consistently exceeds monthly volume targets.,0.94,2,2025-08-01 00:00:00
1413,118,126,95.36,94.99,0,Completes workplans well ahead of schedule.,0.91,2,2025-09-01 00:00:00
1414,118,149,100.0,93.01,0,High output speed on ledger entries.,0.88,2,2025-10-01 00:00:00
1415,118,156,88.21,94.21,0,Consistently exceeds monthly volume targets.,0.88,2,2025-11-01 00:00:00
1416,118,115,97.97,97.66,0,High output speed on ledger entries.,0.9,2,2025-12-01 00:00:00
1417,119,91,88.96,82.93,6,Zero compliance audit findings.,1.0,1,2025-01-01 00:00:00
1418,119,162,87.82,88.01,3,Demonstrates exemplary regulatory compliance.,0.85,1,2025-02-01 00:00:00
1419,119,88,83.07,69.77,4,Demonstrates exemplary regulatory compliance.,0.98,2,2025-03-01 00:00:00
1420,119,129,89.21,79.37,1,Demonstrates exemplary regulatory compliance.,1.0,1,2025-04-01 00:00:00
1421,119,65,78.03,81.63,3,Strictly adheres to KYC protocols.,0.97,1,2025-05-01 00:00:00
1422,119,87,92.76,79.27,2,Zero compliance audit findings.,0.95,1,2025-06-01 00:00:00
1423,119,77,80.58,88.15,0,Zero compliance audit findings.,0.92,1,2025-07-01 00:00:00
1424,119,122,93.11,80.78,3,Zero compliance audit findings.,0.92,1,2025-08-01 00:00:00
1425,119,111,88.68,75.83,3,Zero compliance audit findings.,0.91,1,2025-09-01 00:00:00
1426,119,115,97.86,89.18,4,Strictly adheres to KYC protocols.,0.98,1,2025-10-01 00:00:00
1427,119,111,90.06,93.27,0,Strictly adheres to KYC protocols.,0.89,1,2025-11-01 00:00:00
1428,119,133,91.59,73.03,1,Demonstrates exemplary regulatory compliance.,0.86,1,2025-12-01 00:00:00
1429,120,90,83.66,82.64,7,Strictly adheres to KYC protocols.,0.96,1,2025-01-01 00:00:00
1430,120,57,82.65,93.1,3,Strictly adheres to KYC protocols.,0.99,1,2025-02-01 00:00:00
1431,120,110,86.07,88.65,3,Strictly adheres to KYC protocols.,0.96,1,2025-03-01 00:00:00
1432,120,92,90.08,88.22,4,Zero compliance audit findings.,0.86,1,2025-04-01 00:00:00
1433,120,84,88.67,81.8,4,Demonstrates exemplary regulatory compliance.,0.94,1,2025-05-01 00:00:00
1434,120,96,87.01,83.52,2,Demonstrates exemplary regulatory compliance.,0.86,1,2025-06-01 00:00:00
1435,120,67,81.22,79.1,4,Demonstrates exemplary regulatory compliance.,0.94,1,2025-07-01 00:00:00
1436,120,72,87.47,87.32,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-08-01 00:00:00
1437,120,71,91.95,85.46,4,Strictly adheres to KYC protocols.,0.93,1,2025-09-01 00:00:00
1438,120,95,80.8,88.47,2,Zero compliance audit findings.,0.9,1,2025-10-01 00:00:00
1439,120,148,81.86,76.5,6,Zero compliance audit findings.,0.97,1,2025-11-01 00:00:00
1440,120,109,93.35,77.2,3,Zero compliance audit findings.,0.95,1,2025-12-01 00:00:00
